sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to,PL1,PL2,PL3,PL4,PR1,PR2,PR3,PR4,B1P,B2P,B3P,B4P,B5P,15K
13,0.0,150,6,6,,,,,,,,,,,,,,
10,292.0,150,6,6,,,,,,,,,,,,,,
11,0.0,150,6,6,,,,,,,,,,,,,,
5,10.0,-1495050,6,6,,,,,,,,,,,,,,
4,15.000000000000002,-1495050,6,6,,,,,,,,,,,,,,
6,19.0,-1495050,6,6,,,,,,,,,,,,,,
6,40.0,-1495050,6,6,,,,,,,,,,,,,,
6,111.0,-1495050,6,6,,,,,,,,,,,,,,
5,111.0,300,6,6,,,,,,,,,,,,,,
6,113.0,300,6,6,,,,,,,,,,,,,,
1,117.0,300,6,6,,,,,,,,,,,,,,
1,120.0,300,6,6,,,,,,,,,,,,,,
5,145.0,100,6,6,,,,,,,,,,,,,,
6,150.0,100,6,6,,,,,,,,,,,,,,
5,150.0,-650900,6,6,,,,,,,,,,,,,,
6,151.0,-650900,6,6,,,,,,,,,,,,,,
5,151.0,-744950,6,6,,,,,,,,,,,,,,
6,153.0,-744950,6,6,,,,,,,,,,,,,,
8,161.0,-744950,6,6,,,,,,,,,,,,,,
5,161.0,-713600,6,6,,,,,,,,,,,,,,
6,167.0,-713600,6,6,,,,,,,,,,,,,,
7,170.0,-713600,6,6,,,,,,,,,,,,,,
13,181.0,-713600,6,6,,,,,,,,,,,,,,
9,181.0,-713600,6,6,,,,,,,,,,,,,,
14,181.0,-713600,6,6,,,,,,,,,,,,,,
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,181.0,-713600,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
